type,circuit,level,name,comment,qq,zz,pbsb,id,*name,part,type,divisor/values,unit,comment
r,,,LegionellaProtectionActive,LegionellaProtectionActive: TRUE if legionella protection is active,,,b509,0d4900,value,,UCH,0=no;1=yes,,register value
r,,,HwcTempOffset,T_DHWOffset: Offset between desired temperature and setpoint,,,b509,0d5000,value,,UCH,,K,register value
w,,install,HwcTempOffset,T_DHWOffset: Offset between desired temperature and setpoint,,,b509,0e5000,value,,UCH,,K,register value
r,,,HwcLaggingTime,WP Nachlaufzeit WW: Lagging time after tank loading,,,b509,0d2200,value,,UCH,,min,register value
w,,install,HwcLaggingTime,WP Nachlaufzeit WW: Lagging time after tank loading,,,b509,0e2200,value,,UCH,,min,register value
r,,,HwcLoadingHysteresis,"Hystereses Speicherladung: Hysteresis for DHW tank loading, if there is no special hysteresis (legionella, frost protection...).",,,b509,0d5c00,value,,UCH,,°C,register value
r,,,HwcLoadingRequest,Ladeanforderung: Flag: Loading request to the energy manager for DHW,,,b509,0d1c00,value,,UCH,0=no;1=yes,,register value
r,,,HwcLoadingEnabled,Ladefreigabe: Flag: Loading enabled by the energy manager,,,b509,0d1d00,value,,UCH,0=no;1=yes,,register value
r,,,HwcLegioTempOkTimer,Max. Rücklauftemperatur: Time for which the temperature for legio protection should be hold,,,b509,0d2000,value,,UCH,,°C,register value
r,,,IsInQuickVeto,Quick Veto aktiv: Flag: Quick veto active,,,b509,0d4b00,value,,UCH,0=no;1=yes,,register value
r,,,IsInOneOffLoading,Einmalige Speicherladung aktiv: TRUE if one off loading is active,,,b509,0d4a00,value,,UCH,0=no;1=yes,,register value
r9,,,YieldThisYear,Ertrag dieses Jahr,,,b509,0d3f00:2;0d3f08:2;0d3f10:2;0d3f18:2;0d3f20:2;0d3f28:2;0d3f30:2;0d3f38:2;0d3f40:2;0d3f48:2;0d3f50:2;0d3f58:2,energy,,UIN,,kWh,,energy_1,,UIN,,kWh,,energy_2,,UIN,,kWh,,energy_3,,UIN,,kWh,,energy_4,,UIN,,kWh,,energy_5,,UIN,,kWh,,energy_6,,UIN,,kWh,,energy_7,,UIN,,kWh,,energy_8,,UIN,,kWh,,energy_9,,UIN,,kWh,,energy_10,,UIN,,kWh,,energy_11,,UIN,,kWh,
r,,,YieldLastYear,Ertrag letztes Jahr,,,b509,0d4000:2;0d4008:2;0d4010:2;0d4018:2;0d4020:2;0d4028:2;0d4030:2;0d4038:2;0d4040:2;0d4048:2;0d4050:2;0d4058:2,energy,,UIN,,kWh,,energy_1,,UIN,,kWh,,energy_2,,UIN,,kWh,,energy_3,,UIN,,kWh,,energy_4,,UIN,,kWh,,energy_5,,UIN,,kWh,,energy_6,,UIN,,kWh,,energy_7,,UIN,,kWh,,energy_8,,UIN,,kWh,,energy_9,,UIN,,kWh,,energy_10,,UIN,,kWh,,energy_11,,UIN,,kWh,
r,,,DateTime,Datum Uhrzeit,,,b504,00,dcfstate,,UCH,0=nosignal;1=ok;2=sync;3=valid,,DCF Empfängerstatus,btime,,BTI,,,Uhrzeit,bdate,,BDA,,,Datum,temp,,D2B,,°C,Temperatur
r,,,Mode,Betriebsmodus,,,b504,01,temp,,UCH,,°C,Temperatur,hwcmode,,UCH,0=disabled;1=on;2=off;3=auto,,Warmwasser Modus,ign,,IGN:2,,,,hwcmode_1,,UCH,0=disabled;1=on;2=off;3=auto,,Warmwasser Modus,mctype,,BI0:7,0=inactive;1=mixer;2=fixed;3=hwc;4=returnincr;5=pool;6=circulation,,Mischer Typ,hex,,HEX,,,,daynight,,UCH,0=night;1=day;7=floorpaving,,Tag-/Nachtmodus
w,,,SetTempDesired,Solltemperatur setzen,,,b505,01,value,,UCH,,°C,Temperatur
w,,,SetMode,Betriebsart setzen,,,b505,02,value,,UCH,0=disabled;1=on;2=off;3=auto,,Warmwasser Modus
w,,,SetFlowTempMin,Minimalen Vorlaufsollwert setzen,,,b505,0e,value,,UCH,,°C,Temperatur
w,,,SetFlowTempMax,Maximalen Vorlaufsollwert setzen,,,b505,0f,value,,UCH,,°C,Temperatur
r,,,Params,Parameter,,,b504,09,temp,,UCH,,°C,Temperatur,ign,,IGN:3,,,,mctype,,BI0:7,0=inactive;1=mixer;2=fixed;3=hwc;4=returnincr;5=pool;6=circulation,,Mischer Typ,temps,,SCH,,°C,Temperatur,ign_1,,IGN,,,,temps_1,,SCH,,°C,Temperatur,temps_2,,SCH,,°C,Temperatur,ign_2,,IGN,,,
r,,,Status0a,Status Vorlauf Ist/Mixer/Pumpe/Vorlauf Soll,,,b504,0a,flowtemp,,D2C,,°C,Temperatur,mixer,,UCH,0=off;1=open;2=close,,Mixer Status,pump,,UCH,0=off;1=on,,,onoff,,UCH,0=off;1=on,,,flowtempdesired,,UCH,,°C,Temperatur
r,,,Status,Soll/Status/Ist/Soll,,,b504,0d,temp,,UCH,,°C,Temperatur,onoff,,UCH,0=off;1=on,,,temp_1,,D2C,,°C,Temperatur,temp_2,,UCH,,°C,Temperatur
r,,,Status16,Außentemperatur,,,b504,16,value,,D2C,,°C,Temperatur
r,,,Currenterror,Aktuelle Fehler,,,b503,0001,error,,UIN,,,Fehlernummer,error_1,,UIN,,,Fehlernummer,error_2,,UIN,,,Fehlernummer,error_3,,UIN,,,Fehlernummer,error_4,,UIN,,,Fehlernummer
r,,,Errorhistory,Fehlerhistorie,,,b503,0101,index,m,UCH,,,,status,,UCH,,,Status,time,,BTM,,,Uhrzeit,date,,HDA,,,Datum,error,,UIN,,,Fehlernummer
w,,install,Clearerrorhistory,Fehlerhistorie löschen,,,b503,0201,cleared,s,UCH,0=no;1=yes,,
w,,install,Iotest,I/O Test,,,b506,02,value,,UCH,1=off;2=col1pump;4=legiopump;8=ma,,
w,,install,Ioteststop,I/O Test stoppen,,,b506,01,
