type,circuit,level,name,comment,qq,zz,pbsb,id,*name,part,type,divisor/values,unit,comment
r,,,ElectronicCartridge,Status electrical heater,,,b509,0d0c00,value,,UCH,0=off;1=on,,register value
w,,install,ElectronicCartridge,Status electrical heater,,,b509,0e0c00,value,,UCH,0=off;1=on,,register value
r,,,C1C2,Status C1/C2,,,b509,0d0d00,value,,UCH,0=off;1=on,,register value
w,,install,C1C2,Status C1/C2,,,b509,0e0d00,value,,UCH,0=off;1=on,,register value
r,,,BypassValve,Bypass valve,,,b509,0d0e00,value,,UCH,0=off;1=on,,register value
w,,install,BypassValve,Bypass valve,,,b509,0e0e00,value,,UCH,0=off;1=on,,register value
r,,,ActualTempDesired,Target temperature [C],,,b509,0d1400,value,,D1C,,°C,register value
w,,install,ActualTempDesired,Target temperature [C],,,b509,0e1400,value,,D1C,,°C,register value
r,,,OperatingMode,Operation mode,,,b509,0d1500,value,,UCH,0=disabled;1=on;2=off;3=auto;4=eco;5=low,,register value
w,,install,OperatingMode,Operation mode,,,b509,0e1500,value,,UCH,0=disabled;1=on;2=off;3=auto;4=eco;5=low,,register value
r,,,Weekday,Day of week,,,b509,0d1600,value,,BDY,,,register value
w,,install,Weekday,Day of week,,,b509,0e1600,value,,BDY,,,register value
r,,,Time,time,,,b509,0d1700,value,,HTI,,,register value
w,,install,Time,time,,,b509,0e1700,value,,HTI,,,register value
r1,,,Yield,Solar gain,,,b509,0d1e00,value,,UIN,,,register value
w,,install,Yield,Solar gain,,,b509,0e1e00,value,,UIN,,,register value
r1,,,CollPumpHRuntime,Operation time solar pump,,,b509,0d1f00,uin,,UIN,,,,uin_1,,UIN,,,
w,,install,CollPumpHRuntime,Operation time solar pump,,,b509,0e1f00,uin,,UIN,,,,uin_1,,UIN,,,
r,,,Date,date,,,b509,0d2000,value,,HDA,,,register value
w,,install,Date,date,,,b509,0e2000,value,,HDA,,,register value
r,,,IsInHoliday,Holiday,,,b509,0d2800,value,,UCH,,,register value
w,,install,IsInHoliday,Holiday,,,b509,0e2800,value,,UCH,,,register value
r,,,IsInParty,override (partyfunction),,,b509,0d2900,value,,UCH,0=off;1=on,,register value
w,,install,IsInParty,override (partyfunction),,,b509,0e2900,value,,UCH,0=off;1=on,,register value
r,,,IsInSingleHwcLoading,cylinder boost,,,b509,0d2a00,value,,UCH,0=off;1=on,,register value
w,,install,IsInSingleHwcLoading,cylinder boost,,,b509,0e2a00,value,,UCH,0=off;1=on,,register value
r,,,HydraulicScheme,Hzdraulic plan,,,b509,0d3d00,value,,UCH,,,register value
w,,install,HydraulicScheme,Hzdraulic plan,,,b509,0e3d00,value,,UCH,,,register value
r,,,SolHwcMaxLoadTemp,Max. temp. solar cylinder [C],,,b509,0d3e00,value,,HEX:2,,,
w,,install,SolHwcMaxLoadTemp,Max. temp. solar cylinder [C],,,b509,0e3e00,value,,HEX:2,,,
r,,,SolEnableDiffTemp,Switch-on diff. solar cyl. [K],,,b509,0d3f00,value,,HEX:2,,,
w,,install,SolEnableDiffTemp,Switch-on diff. solar cyl. [K],,,b509,0e3f00,value,,HEX:2,,,
r,,,SolDisableDiffTemp,Switch/off diff. solar cyl. [K],,,b509,0d4000,value,,HEX:2,,,
w,,install,SolDisableDiffTemp,Switch/off diff. solar cyl. [K],,,b509,0e4000,value,,HEX:2,,,
r,,,LegioProtectionEnabled,Legionella protection,,,b509,0d4100,value,,UCH,,,register value
w,,install,LegioProtectionEnabled,Legionella protection,,,b509,0e4100,value,,UCH,,,register value
r,,,StartTimeFillingMode,Starting time filling mode (tFIL),,,b509,0d4200,value,,UCH,,,register value
w,,install,StartTimeFillingMode,Starting time filling mode (tFIL),,,b509,0e4200,value,,UCH,,,register value
r,,,StartTimeOperatingMode,Starting time operatiion mode (tOP),,,b509,0d4300,value,,UCH,,,register value
w,,install,StartTimeOperatingMode,Starting time operatiion mode (tOP),,,b509,0e4300,value,,UCH,,,register value
r,,,NumCollPanels,No. of solar panels,,,b509,0d4400,value,,UCH,,,register value
w,,install,NumCollPanels,No. of solar panels,,,b509,0e4400,value,,UCH,,,register value
r,,,SolPumpBlockingTime,Blocking time solar pumps (tBLK),,,b509,0d4500,value,,UCH,,,register value
w,,install,SolPumpBlockingTime,Blocking time solar pumps (tBLK),,,b509,0e4500,value,,UCH,,,register value
r,,,HwcLoadingDelay,Re-charge delay,,,b509,0d4600,value,,UCH,0=off;1=on,,register value
w,,install,HwcLoadingDelay,Re-charge delay,,,b509,0e4600,value,,UCH,0=off;1=on,,register value
r,,,SolFlowRate,Solar flow rate [l/h],,,b509,0d4700,value,,UIN,,,register value
w,,install,SolFlowRate,Solar flow rate [l/h],,,b509,0e4700,value,,UIN,,,register value
r,,,SolEDEnable,Solarpump durat.ratio ctrl,,,b509,0d4800,value,,UCH,0=off;1=on,,register value
w,,install,SolEDEnable,Solarpump durat.ratio ctrl,,,b509,0e4800,value,,UCH,0=off;1=on,,register value
r,,,ResetYield,Reset solar gain,,,b509,0d4900,value,,UCH,0=off;1=on,,register value
w,,install,ResetYield,Reset solar gain,,,b509,0e4900,value,,UCH,0=off;1=on,,register value
r,,,ResetOperatingTimes,Reset operation hours,,,b509,0d4a00,value,,UCH,0=off;1=on,,register value
w,,install,ResetOperatingTimes,Reset operation hours,,,b509,0e4a00,value,,UCH,0=off;1=on,,register value
r,,,SolPumpPower,Power solar pump [%],,,b509,0d4b00,value,,UCH,,kW,register value
w,,install,SolPumpPower,Power solar pump [%],,,b509,0e4b00,value,,UCH,,kW,register value
r,,,DisableAutoSync,De-activation autosync,,,b509,0d5100,value,,UCH,0=off;1=on,,register value
w,,install,DisableAutoSync,De-activation autosync,,,b509,0e5100,value,,UCH,0=off;1=on,,register value
r,,,SolEnableDiffTempMin,Min. switch-on diff. solar cylinder [K],,,b509,0d5200,value,,HEX:2,,,
w,,install,SolEnableDiffTempMin,Min. switch-on diff. solar cylinder [K],,,b509,0e5200,value,,HEX:2,,,
r,,,SolEnableDiffTempMax,Max. switch-on diff. solar cylinder [K],,,b509,0d5300,value,,HEX:2,,,
w,,install,SolEnableDiffTempMax,Max. switch-on diff. solar cylinder [K],,,b509,0e5300,value,,HEX:2,,,
